timestamp,amf_instance_id,is_anomaly,anomaly_type,RM.RegReqAtt,RM.RegReqSucc,RM.RegReqFail,RM.RegSuccRate,RM.InitRegReqAtt,RM.InitRegReqSucc,RM.MobilityRegReqAtt,RM.MobilityRegReqSucc,RM.PeriodicRegReqAtt,RM.PeriodicRegReqSucc,RM.DeregReqAtt,RM.DeregReqSucc,CM.ServiceReqAtt,CM.ServiceReqSucc,CM.ServiceReqSuccRate,CM.N2RelAtt,CM.N2RelSucc,MM.HoReqAtt,MM.HoReqSucc,MM.HoSuccRate,MM.XnHoReqAtt,MM.XnHoReqSucc,MM.N2IntraHoReqAtt,MM.N2IntraHoReqSucc,MM.N2InterHoReqAtt,MM.N2InterHoReqSucc,MM.EPS2fiveGSMobAtt,MM.fiveGS2EPSMobAtt,MM.N26HoAtt,PAG.PagingReqAtt,PAG.PagingReqSucc,PAG.PagingSuccRate,PAG.PagingDiscarded,PAG.PagingRetry,PAG.UeInIdleMode,UC.UeContextCreated,UC.UeContextReleased,UC.UeContextModified,UC.ActiveUeContext,UC.MaxUeContextCap,UC.ContextUtilRate,SM.PduSessEstabAtt,SM.PduSessEstabSucc,SM.PduSessEstabSuccRate,SM.PduSessRelAtt,SM.PduSessRelSucc,SM.PduSessModAtt,SM.PduSessModSucc,SM.VoNRAtt,SM.EPSFallbackAtt,SM.SMSAtt,AUTH.AuthProcAtt,AUTH.AuthProcSucc,AUTH.AuthProcFail,AUTH.AuthSuccRate,AUTH.NasSecModeAtt,AUTH.NasSecModeSucc,N1N2.N1MsgSent,N1N2.N1MsgRecv,N1N2.N2MsgSent,N1N2.N2MsgRecv,N1N2.NgapConnActive,N1N2.TotalMsgLoad,RES.CpuUtil,RES.RhoCPU_weighted,RES.MemUtil,RES.MemTotal_MB,RES.MemBase_MB,RES.MemCtx_MB,RES.MemPDU_MB,RES.MemSigBuf_MB,RES.MemAuthCache_MB,RES.Latency_ms,RES.Wq_ms,RES.Lat_InitReg_ms,RES.Lat_MobReg_ms,RES.Lat_PerReg_ms,RES.Lat_SrvReq_ms,RES.Lat_N2Rel_ms,RES.Lat_XnHO_ms,RES.Lat_N2HO_ms,RES.Lat_PduEstab_ms,RES.Lat_Auth_ms,RES.Lat_Paging_ms,RES.Throughput_mps,RES.QueueLength,RES.ActiveWorkers,RES.ActiveUEs,RES.ConnectedUEs,RES.IdleUEs,RES.CPU_eMBB_pct,RES.CPU_mMTC_pct,RES.CPU_URLLC_pct,RES.Mem_eMBB_MB,RES.Mem_mMTC_MB,RES.Mem_URLLC_MB,RES.Lat_eMBB_ms,RES.Lat_mMTC_ms,RES.Lat_URLLC_ms,RES.CpuCyclesPerMsg,RES.MemBytesPerUE,RES.SliceLoadEntropy,RES.Jackson_eMBB_eps,RES.Jackson_mMTC_eps,RES.Jackson_URLLC_eps,SLA.eMBB_breach,SLA.mMTC_breach,SLA.URLLC_breach
2024-01-19 16:00:00,AMF_00,0,none,43591,43450,141,99.677,10234,10203,23064,22967,10293,10280,3410,3396,451514,450120,99.691,635299,634313,346994,344629,99.318,209502,208422,108450,107540,29042,28667,38394,13764,22615,226987,225983,99.558,929,72,55761,33298,638709,31719,42833,60000,71.388,26182,26145,99.859,8518,8518,37117,37003,3739,14973,7081,33298,33195,103,99.691,33298,33298,3296578,3806433,2676522,2960477,51,6860375,99.5,1.0773,11.37,1016.5,512.0,214.2,110.3,0.0,180.0,8.227,0.0,16.363,14.627,11.486,7.813,4.008,10.79,17.211,21.7,11.122,9.905,6636.778,0,15,44133,44133,55761,99.5,3.42,21.46,374.25,61.25,183.2,0.863,1.824,0.523,218094.4,24884.5,1.567,1826.463,62.523,186.217,0,0,0
2024-01-19 16:15:00,AMF_00,0,none,49306,49256,50,99.899,11802,11802,27767,27738,9737,9716,2684,2683,436489,434924,99.641,625972,625972,416739,412413,98.962,296348,293911,92278,90924,28113,27578,33793,12196,32506,188311,187761,99.708,531,21,56173,39569,628656,35793,43184,60000,71.973,29034,29034,100.0,10406,10402,32687,32584,3602,9670,9377,39569,39484,85,99.785,39569,39393,3469842,3137339,3515148,4122777,52,6933507,98.87,1.0969,12.72,1017.2,512.0,215.9,109.3,0.0,180.0,9.819,0.0,29.775,12.228,7.572,10.394,5.324,15.843,16.471,20.199,12.882,5.962,7761.1,0,15,43705,43705,56173,98.87,2.87,21.22,371.01,61.14,182.8,0.661,4.055,0.571,189820.2,24698.9,1.5574,1843.481,57.966,193.915,0,0,0
2024-01-19 16:30:00,AMF_00,0,none,57492,57268,224,99.61,13578,13578,31712,31539,12202,12151,3367,3367,451537,450853,99.849,695439,694379,390762,387294,99.113,241277,239799,120410,118777,29075,28718,55526,12380,29306,231746,230684,99.542,1120,0,55291,45290,698806,41999,43782,60000,72.97,32703,32602,99.691,10696,10676,38381,38297,4374,12242,7875,45290,45290,0,100.0,45290,45290,4090225,3760593,4537825,4100661,50,7674345,99.39,1.1673,12.87,1022.4,512.0,218.9,111.5,0.0,180.0,9.311,0.0,23.717,17.136,5.106,9.129,5.438,9.5,21.898,28.56,13.235,7.795,9586.722,0,16,44580,44580,55291,99.5,2.33,16.58,378.95,61.27,182.05,1.255,1.38,0.422,163416.3,24485.5,1.5637,2093.532,76.552,163.87,0,0,0
2024-01-19 16:45:00,AMF_00,0,none,61807,61653,154,99.751,12623,12598,37614,37485,11570,11570,4946,4946,471096,469576,99.677,689562,689562,387612,384280,99.14,235285,233807,125795,124269,26532,26204,52973,13031,38965,226360,225055,99.423,1103,178,54434,50237,694508,47524,44741,60000,74.568,37631,37438,99.487,11496,11452,40307,40061,5718,12925,8705,50237,50135,102,99.797,50237,50215,3618745,4592724,4132954,2992835,49,7815790,99.5,1.1857,13.09,1029.3,512.0,223.7,113.6,0.0,180.0,9.862,0.0,29.902,26.956,11.012,5.232,6.074,12.036,25.72,40.249,17.75,7.287,8612.999,0,16,45442,45442,54434,98.66,3.08,16.48,386.92,61.37,181.26,0.879,2.191,0.577,184993.0,24123.6,1.5479,2161.955,78.687,142.873,0,0,0
2024-01-19 17:00:00,AMF_00,0,none,46650,46562,88,99.811,11654,11635,23779,23710,11217,11217,3463,3459,562296,560550,99.689,706591,706381,398928,396524,99.397,287159,286145,89450,88401,22319,21978,37168,12295,28316,281440,279972,99.478,2093,0,54847,35433,710054,33102,46314,60000,77.19,34804,34772,99.908,12476,12436,36485,36392,4951,15553,7595,35433,35354,79,99.777,35433,35433,3528809,3772544,4805737,3618711,53,7119124,99.5,1.2481,12.37,1036.1,512.0,231.6,112.6,0.0,180.0,9.078,0.0,19.357,25.564,11.447,13.455,2.648,11.411,13.489,26.688,14.263,7.602,9260.607,0,17,45028,45028,54847,99.5,2.39,13.45,383.91,61.27,180.6,0.83,1.166,0.538,181181.2,23458.9,1.5044,2012.983,64.165,101.14,0,0,0
2024-01-19 17:15:00,AMF_00,0,none,43841,43707,134,99.694,10823,10811,24202,24090,8816,8806,3263,3263,304400,304052,99.886,372694,372037,342637,339157,98.984,240857,238474,78783,78059,22997,22624,40330,13339,22684,136712,135484,99.102,614,798,56747,35025,375957,31579,43335,60000,72.225,27703,27595,99.61,9888,9870,31953,31867,3638,9773,8205,35025,34948,77,99.78,35025,34860,3058935,2897205,3519135,2973549,53,5883655,75.32,0.7658,12.77,1016.5,512.0,216.7,107.8,0.0,180.0,8.705,0.0,25.456,24.083,5.794,7.181,4.771,13.102,10.406,19.935,18.094,5.265,7308.967,0,11,43128,43128,56747,97.35,2.04,14.96,367.64,61.17,179.77,1.803,1.61,0.501,140625.1,24596.1,1.5598,1611.29,57.724,121.411,0,0,0
2024-01-19 17:30:00,AMF_00,0,none,46277,46196,81,99.825,10721,10721,25990,25940,9566,9535,2459,2453,469565,469565,100.0,673189,673189,356571,353774,99.216,204157,203060,128099,126761,24315,23953,36811,14583,27591,203539,201729,99.111,272,1658,57175,36711,675648,34184,43444,60000,72.407,23325,23271,99.768,7850,7834,32021,31823,5005,10239,5019,36711,36604,107,99.709,36711,36611,2177045,3914087,2316769,4188606,51,6320235,99.5,1.124,12.65,1016.0,512.0,217.2,106.8,0.0,180.0,9.669,0.0,16.89,30.138,6.009,7.85,5.475,11.527,23.844,34.284,15.018,8.648,4993.127,0,15,42701,42701,57175,99.5,2.42,12.08,364.31,61.15,179.07,0.865,1.446,0.547,302927.0,24521.8,1.5414,1755.667,61.833,111.007,0,0,0
2024-01-19 17:45:00,AMF_00,0,none,39647,39575,72,99.818,9117,9117,21938,21866,8592,8592,2716,2713,366947,364847,99.428,467446,467446,295886,292907,98.993,178810,177427,90156,88883,26920,26597,42371,11955,21403,153888,152727,99.246,819,344,59079,31055,470162,29168,41016,60000,68.36,22785,22641,99.368,8035,8003,23511,23362,3002,9728,7145,31055,30894,161,99.482,31055,31015,2237396,2394980,2868256,2137625,50,5219666,82.01,0.8511,12.03,999.1,512.0,205.1,102.0,0.0,180.0,10.572,0.0,30.956,16.227,7.522,9.16,4.37,12.952,38.705,16.086,8.262,6.417,5672.947,0,11,40797,40797,59079,99.28,3.13,11.48,347.78,61.13,178.2,1.128,1.868,0.475,201968.7,25541.3,1.555,1436.182,51.81,101.974,0,0,0
2024-01-19 18:00:00,AMF_00,0,none,39695,39532,163,99.589,7661,7661,22391,22253,9643,9618,2673,2672,390153,389792,99.907,485091,482277,312842,310167,99.145,202001,201046,86502,85190,24339,23931,32151,12090,21023,199584,198504,99.459,1424,0,59457,30052,487764,30939,39457,60000,65.762,21351,21309,99.803,9408,9387,24979,24854,3189,8717,4134,30052,30038,14,99.953,30052,29987,2876382,2263596,3339438,2787303,49,5593563,89.09,0.8929,13.36,990.3,512.0,197.3,101.0,0.0,180.0,9.672,0.0,25.697,13.978,13.303,12.625,3.126,16.079,19.019,21.359,20.072,4.044,6906.467,0,12,40414,40414,59457,99.01,2.13,7.31,344.65,61.1,177.89,0.772,1.455,0.51,173714.4,26317.9,1.5459,1549.207,57.046,100.184,0,0,0
2024-01-19 18:15:00,AMF_00,0,none,49186,49039,147,99.701,11825,11825,27560,27413,9801,9801,3065,3065,451774,451093,99.849,598476,598356,412073,408862,99.221,261660,260498,128936,127206,21477,21158,41920,11442,19079,242474,241380,99.549,1018,111,58021,39385,601541,35845,41245,60000,68.742,27901,27841,99.785,7909,7880,41851,41500,5767,15811,8389,39385,39373,12,99.97,39385,39315,2458760,3373950,3253489,3573849,48,6701851,98.68,1.0987,13.1,1002.9,512.0,206.2,104.7,0.0,180.0,9.155,0.0,26.489,9.571,11.125,9.19,5.239,10.409,24.641,26.901,11.345,4.426,6346.943,0,15,41862,41862,58021,98.93,2.9,8.83,357.69,61.15,177.66,0.734,1.528,0.505,232277.6,25496.4,1.4568,1922.037,61.128,73.397,0,0,0
2024-01-19 18:30:00,AMF_00,0,none,46703,46668,35,99.925,9306,9306,28300,28300,9097,9062,3175,3167,371603,370583,99.726,534547,534547,348001,345105,99.168,252974,251095,73355,72665,21672,21345,32443,10959,28781,164140,163526,99.626,619,0,58473,37606,537722,35826,40359,60000,67.265,27157,26998,99.415,7687,7687,32615,32521,3641,13024,6507,37606,37594,12,99.968,37606,37527,2199978,2657698,2571532,3828933,50,5860362,92.35,0.9387,11.65,997.3,512.0,201.8,103.5,0.0,180.0,14.973,0.0,27.609,21.048,6.395,24.168,13.163,8.944,17.77,14.283,25.413,4.158,5301.678,0,13,41399,41399,58473,98.31,5.12,8.99,353.12,61.21,177.99,0.7,1.386,0.611,237795.3,25910.9,1.517,1635.284,72.251,86.33,0,0,0
2024-01-19 18:45:00,AMF_00,0,none,43396,43347,49,99.887,10545,10545,23179,23179,9672,9623,2781,2779,323255,322725,99.836,576724,576277,379085,376770,99.389,241822,240859,115946,114912,21317,20999,26331,8587,22314,157930,156833,99.305,585,403,58773,33724,579505,31262,41875,60000,69.792,22977,22940,99.839,7044,7024,25053,24972,2400,10015,5910,33724,33724,0,100.0,33724,33712,2513654,2328074,3023095,2808572,52,5780508,93.74,0.9454,11.43,1004.1,512.0,209.4,102.8,0.0,180.0,10.29,0.0,24.981,14.745,9.463,10.746,5.995,9.191,29.695,16.341,13.162,6.782,6151.943,0,14,41100,41100,58773,99.5,3.8,7.24,350.63,61.2,177.7,0.894,2.496,0.376,205764.8,25143.9,1.4892,1638.912,60.507,72.544,0,0,0
2024-01-19 19:00:00,AMF_00,0,none,43731,43724,7,99.984,9433,9426,23618,23618,10680,10680,3616,3616,437560,437389,99.961,509168,507202,332618,330232,99.283,224361,223633,79098,77920,29159,28679,28225,12617,23808,184577,183619,99.481,670,377,57996,33051,512784,32813,41377,60000,68.962,24880,24805,99.699,8885,8852,32121,32088,2975,10172,6546,33051,33051,0,100.0,33051,32965,3664241,3594445,3528163,3298173,55,6315851,94.46,0.9588,12.62,1003.6,512.0,206.9,104.7,0.0,180.0,8.994,0.0,21.704,21.308,7.359,12.073,3.707,11.668,14.85,16.0,10.681,6.218,7991.56,0,13,41891,41891,57996,98.82,2.36,5.08,357.98,61.22,177.28,0.991,1.715,0.401,161595.7,25433.6,1.4371,1816.787,62.38,61.421,0,0,0
2024-01-19 19:15:00,AMF_00,0,none,42810,42767,43,99.9,7833,7809,24840,24834,10137,10124,2748,2745,450564,449549,99.775,477419,477419,297129,294406,99.084,159897,158917,119848,118380,17384,17109,37110,14792,21830,244788,243925,99.647,1137,0,57893,32673,480167,33654,43075,60000,71.792,28920,28920,100.0,9209,9209,35478,35296,3871,10606,5729,32673,32671,2,99.994,32673,32673,2186866,3798247,2435696,3464591,48,6164511,93.6,0.9437,12.68,1012.4,512.0,215.4,105.0,0.0,180.0,8.063,0.0,21.123,23.075,7.874,8.076,3.952,10.558,17.656,21.306,10.506,5.221,5136.18,0,13,41992,41992,57893,99.5,1.98,8.55,358.69,61.24,177.47,1.119,2.012,0.453,247297.4,24643.8,1.4637,1763.673,58.848,68.968,0,0,0
2024-01-19 19:30:00,AMF_00,0,none,41494,41380,114,99.725,8035,8010,24371,24282,9088,9088,3612,3612,431594,430345,99.711,531464,531464,319327,316783,99.203,209334,208330,85418,84302,24575,24151,32662,12140,31038,153766,152694,99.303,427,878,58197,32406,535076,32313,41416,60000,69.027,30623,30445,99.419,6532,6518,25815,25729,3149,9637,5466,32406,32280,126,99.611,32406,32406,2492712,2862327,3785138,3522189,54,5934441,97.5,0.9605,12.4,1003.3,512.0,207.1,104.2,0.0,180.0,8.624,0.0,28.115,15.203,7.817,7.123,3.563,18.03,20.192,17.123,12.929,4.637,6975.389,0,12,41688,41688,58197,99.5,2.53,5.84,356.6,61.18,176.75,0.741,3.639,0.496,185680.3,25401.7,1.4645,1695.177,60.428,65.763,0,0,0
2024-01-19 19:45:00,AMF_00,0,none,38664,38540,124,99.679,9489,9455,21448,21362,7727,7723,3472,3466,353472,353472,100.0,527341,527341,230213,228228,99.138,123572,122639,83758,83108,22883,22481,24830,12705,22969,179987,178779,99.329,748,629,59477,30937,530813,27750,40300,60000,67.167,18412,18296,99.37,6526,6526,29745,29643,3236,9536,4863,30937,30846,91,99.706,30937,30888,2279905,2153824,2257670,2348743,55,5067020,84.68,0.851,12.76,994.5,512.0,201.5,101.0,0.0,180.0,7.421,0.0,17.852,13.452,5.877,6.209,5.042,9.035,14.819,26.872,16.307,6.56,5041.75,0,11,40408,40408,59477,99.5,2.6,6.79,345.39,61.12,176.55,0.959,0.62,0.507,227021.3,25876.7,1.4418,1459.517,37.808,56.593,0,0,0
2024-01-19 20:00:00,AMF_00,0,none,41321,41270,51,99.877,8082,8082,22671,22654,10568,10534,2472,2460,291828,291581,99.915,461200,461200,241725,240292,99.407,166641,166041,52171,51687,22913,22564,31456,12166,21943,195481,194365,99.429,1385,0,59994,30753,463672,31959,41081,60000,68.468,21821,21752,99.684,9327,9316,25754,25589,2880,11020,5917,30753,30690,63,99.795,30753,30634,1943665,2322603,3434127,2718448,54,5165028,75.52,0.7647,11.27,997.2,512.0,205.4,99.7,0.0,180.0,8.89,0.0,22.828,15.21,6.381,15.728,4.508,5.352,15.102,21.965,13.854,6.236,5975.324,0,11,39898,39898,59994,99.5,3.41,8.33,341.17,61.21,175.56,1.026,1.935,0.512,171272.0,25451.9,1.4527,1455.621,74.446,56.98,0,0,0
2024-01-19 20:15:00,AMF_00,0,none,35141,35083,58,99.835,7430,7416,19190,19159,8521,8508,3268,3254,347065,347065,100.0,436960,436960,314208,311796,99.232,221440,220136,70708,69898,22060,21762,32981,8034,16065,172356,171569,99.543,1261,0,60582,26620,440228,26104,39659,60000,66.098,20243,20178,99.679,5599,5596,20780,20590,3785,9743,5391,26620,26620,0,100.0,26620,26546,2356242,2843674,2491123,2479242,52,5131277,79.1,0.8147,12.08,988.5,512.0,198.3,98.2,0.0,180.0,8.269,0.0,15.383,19.503,8.274,7.947,4.901,12.006,13.765,16.649,11.066,6.726,5385.961,0,11,39295,39295,60582,98.56,1.5,6.77,335.88,61.26,175.12,0.682,1.353,0.523,203077.5,26136.6,1.4466,1458.129,66.338,52.662,0,0,0
2024-01-19 20:30:00,AMF_00,0,none,33261,33155,106,99.681,6837,6832,18554,18487,7870,7836,2349,2343,247949,247789,99.935,420895,419279,217875,216009,99.144,155178,154048,45332,44863,17365,17098,27982,6366,18150,148275,147565,99.521,986,0,61592,25391,423244,25561,38431,60000,64.052,17510,17474,99.794,6512,6512,21398,21262,2432,6511,5820,25391,25309,82,99.677,25391,25331,2641892,1858372,2237447,2241386,55,4375781,68.35,0.6713,11.84,979.9,512.0,192.2,95.7,0.0,180.0,9.141,0.0,24.818,15.144,10.51,11.179,3.529,7.248,38.165,16.45,12.581,8.376,5421.488,0,9,38297,38297,61592,88.24,1.95,3.49,327.39,61.22,174.55,1.283,0.98,0.612,165804.5,26736.2,1.4053,1247.668,61.83,37.775,0,0,0
2024-01-19 20:45:00,AMF_00,0,none,28898,28882,16,99.945,7729,7713,14293,14293,6876,6876,1921,1921,269632,269218,99.846,355710,355638,213923,211715,98.968,138823,137500,55091,54490,20009,19725,24433,9958,19151,128070,127144,99.277,885,55,62588,22022,357631,20262,36983,60000,61.638,22122,22027,99.571,7841,7837,18254,18197,2187,6437,4553,22022,21901,121,99.451,22022,22009,2193473,2844291,1585997,1648011,54,4138383,62.0,0.6352,11.28,970.2,512.0,184.9,93.2,0.0,180.0,10.16,0.0,29.114,15.296,7.726,11.414,4.388,12.672,26.079,22.874,14.35,6.993,4199.411,0,8,37300,37300,62588,96.82,3.7,5.92,318.51,61.24,174.31,0.716,1.342,0.476,203325.6,27507.0,1.4453,1175.848,53.892,42.296,0,0,0
2024-01-19 21:00:00,AMF_00,0,none,23627,23558,69,99.708,5744,5722,11077,11063,6806,6773,1866,1865,328877,328877,100.0,251384,250991,177769,176335,99.193,117524,116788,46578,46114,13667,13433,18095,6485,9790,99871,99393,99.521,220,302,64506,16821,253250,17231,35092,60000,58.487,12207,12134,99.402,5285,5285,17644,17577,1405,6287,2685,16821,16821,0,100.0,16821,16821,1689632,1990700,2089650,2032263,51,3315843,59.55,0.5664,12.0,955.9,512.0,175.5,88.4,0.0,180.0,9.202,0.0,20.169,15.538,10.557,9.261,7.035,9.817,12.909,20.189,13.801,7.958,4199.202,0,6,35376,35376,64506,75.22,4.11,6.65,301.43,61.2,174.11,0.875,2.32,0.529,183151.2,28563.0,1.4824,921.695,51.041,44.293,0,0,0
2024-01-19 21:15:00,AMF_00,0,none,23317,23304,13,99.944,5100,5100,12469,12464,5748,5740,1487,1486,230419,229025,99.395,272134,272134,167915,166326,99.054,102207,101467,51384,50710,14324,14149,25639,5284,15656,85985,85416,99.338,540,20,65595,17569,273621,17579,34127,60000,56.878,12141,12091,99.588,3553,3553,12653,12586,2250,8240,3075,17569,17550,19,99.892,17569,17511,1280316,1666140,1791723,1701785,55,3225468,50.65,0.5034,10.35,948.4,512.0,170.6,85.7,0.0,180.0,10.473,0.0,30.845,10.94,5.454,10.13,5.976,10.766,19.377,32.523,17.689,12.949,3413.377,0,6,34287,34287,65595,74.68,1.32,6.03,291.68,61.05,174.72,0.747,2.296,0.513,198925.8,29138.8,1.4936,898.628,46.252,43.929,0,0,0
2024-01-19 21:30:00,AMF_00,0,none,28937,28858,79,99.727,6137,6126,16438,16370,6362,6362,1699,1699,220212,220212,100.0,288158,288158,188773,187193,99.163,115843,115126,59254,58638,13676,13429,25230,7444,16736,129697,128944,99.419,344,316,65490,22575,289857,21825,35003,60000,58.338,16657,16605,99.688,5562,5562,16438,16369,1755,8214,4956,22575,22575,0,100.0,22575,22559,1772735,2143041,2353076,2130854,53,3786210,51.64,0.5363,10.98,953.0,512.0,175.0,86.0,0.0,180.0,9.514,0.0,23.678,15.496,5.851,10.379,5.705,11.625,20.707,18.439,17.023,4.628,4584.234,0,7,34399,34399,65490,98.08,2.79,4.3,292.89,61.09,174.21,0.61,2.633,0.524,156926.7,28549.2,1.417,1066.795,60.983,37.319,0,0,0
2024-01-19 21:45:00,AMF_00,0,none,30960,30841,119,99.616,6414,6394,16653,16570,7893,7877,2400,2400,290243,289568,99.767,467073,466722,240956,239015,99.194,160821,160011,65161,64249,14974,14755,23952,8313,13494,102036,101381,99.358,143,258,65200,23067,469473,23440,33720,60000,56.2,20162,20037,99.38,5723,5715,19987,19912,2259,6239,4733,23067,23058,9,99.961,23067,22987,2064386,1613490,1633091,1761075,55,4020653,73.02,0.7391,11.07,947.4,512.0,168.6,86.8,0.0,180.0,6.968,0.0,25.833,14.301,8.185,4.977,5.146,9.79,14.73,23.008,8.854,4.356,4108.308,0,10,34707,34707,65200,84.68,2.89,3.3,295.06,61.13,174.98,0.713,1.43,0.382,241995.6,29459.9,1.4324,1116.736,72.263,46.883,0,0,0
2024-01-19 22:00:00,AMF_00,0,none,29240,29139,101,99.655,6067,6031,14900,14858,8273,8250,1458,1451,228736,228736,100.0,242594,242573,179538,177816,99.041,113563,112605,53308,52730,12667,12481,22532,7360,13780,103829,103658,99.835,508,0,65785,20967,244052,22445,33891,60000,56.485,14630,14509,99.173,4393,4382,18375,18375,2036,7224,2919,20967,20938,29,99.862,20967,20863,1400144,1863789,1726998,1532583,50,3335655,48.54,0.4974,11.09,946.8,512.0,169.5,85.3,0.0,180.0,10.266,0.0,31.225,13.251,10.9,9.32,5.821,18.456,15.97,22.289,18.719,5.046,3474.602,0,6,34120,34120,65785,64.72,3.23,3.53,289.23,61.37,174.7,0.92,1.146,0.425,192775.8,29292.3,1.3684,896.434,85.137,44.311,0,0,0
2024-01-19 22:15:00,AMF_00,0,none,26109,26043,66,99.747,5242,5231,13636,13581,7231,7231,2169,2169,300731,300467,99.912,348386,347982,205478,204205,99.38,135131,134574,56215,55695,14132,13936,16437,4969,15344,92887,92383,99.457,424,61,66038,18878,350555,20076,34191,60000,56.985,18146,18067,99.565,5228,5201,16617,16541,2034,7523,3514,18878,18838,40,99.788,18878,18878,1524791,2024452,1559097,1785908,48,3574678,63.31,0.6347,11.74,947.6,512.0,171.0,84.7,0.0,180.0,7.104,0.0,28.469,23.871,9.105,6.023,3.325,7.404,21.434,17.465,9.292,7.2,3426.542,0,8,33860,33860,66038,84.02,4.01,3.58,286.66,61.44,174.76,1.092,2.02,0.376,250228.4,29061.3,1.4004,975.636,78.718,44.77,0,0,0
2024-01-19 22:30:00,AMF_00,0,none,24830,24767,63,99.746,5808,5804,11504,11455,7518,7508,1673,1670,231578,231555,99.99,314589,314589,153552,152347,99.215,100913,100318,41670,41201,10969,10828,14538,5821,15581,91047,90543,99.446,242,384,66826,17312,316262,18272,33489,60000,55.815,11763,11734,99.753,5042,5027,15714,15678,1203,6335,2987,17312,17254,58,99.665,17312,17281,1982202,1523338,1549044,1485439,50,3056607,50.37,0.5259,10.67,942.1,512.0,167.4,82.7,0.0,180.0,8.987,0.0,21.169,12.499,8.273,9.105,5.745,9.848,18.978,35.504,17.766,6.902,3923.607,0,7,33068,33068,66826,57.15,5.12,4.98,279.21,61.61,174.45,1.058,1.169,0.54,180611.9,29498.6,1.2766,789.479,105.895,45.579,0,0,0
2024-01-19 22:45:00,AMF_00,0,none,24578,24524,54,99.78,5925,5910,11115,11076,7538,7538,2052,2049,202415,202415,100.0,218104,218104,137468,135958,98.902,83307,82707,41751,41040,12410,12211,22114,5936,9303,70907,70501,99.427,168,309,67572,17040,220156,17978,32888,60000,54.813,12456,12430,99.791,3645,3622,16324,16299,1508,3751,2409,17040,17028,12,99.93,17040,16975,1368452,1252885,1208934,1048420,48,2865276,43.77,0.4255,12.2,937.2,512.0,164.4,80.8,0.0,180.0,6.867,0.0,28.557,13.452,8.373,6.449,3.159,7.473,18.141,11.213,12.638,4.987,2863.762,0,5,32321,32321,67572,60.55,3.1,4.32,272.22,61.76,174.16,0.869,1.923,0.494,200728.3,29882.3,1.2903,732.228,101.088,47.575,0,0,0
2024-01-19 23:00:00,AMF_00,0,none,22384,22334,50,99.777,3785,3767,11554,11527,7045,7040,1328,1324,164816,164348,99.716,227220,226701,131110,129865,99.05,80463,79996,44007,43335,6640,6534,12752,4138,9191,81892,81291,99.266,587,19,68518,15339,228548,17999,31130,60000,51.883,10796,10729,99.379,2848,2847,10732,10703,1464,4069,2042,15339,15291,48,99.687,15339,15327,1044586,965572,1259186,798336,54,2401300,42.34,0.3984,11.79,926.1,512.0,155.7,78.5,0.0,180.0,9.185,0.0,26.817,33.538,9.537,12.933,3.073,8.843,17.564,29.349,17.646,5.232,2559.747,0,5,31380,31380,68518,53.58,2.91,3.46,263.68,61.69,174.6,0.75,0.856,0.421,209095.9,31194.5,1.3038,612.619,83.623,41.483,0,0,0
2024-01-19 23:15:00,AMF_00,0,none,20143,20109,34,99.831,4270,4270,8276,8253,7597,7586,1046,1046,141126,140838,99.796,173823,173523,109614,108835,99.289,70194,69916,32864,32452,6556,6467,9731,3888,7018,54682,54615,99.877,238,0,69666,12546,174869,15336,30939,60000,51.565,10001,9986,99.85,2507,2502,10304,10239,973,3057,2154,12546,12546,0,100.0,12546,12495,944828,971897,970551,996215,55,2068232,31.05,0.3222,12.65,922.3,512.0,154.7,75.6,0.0,180.0,8.167,0.0,14.661,19.356,7.884,9.809,3.205,8.008,23.386,23.372,9.609,3.665,2128.199,0,4,30239,30239,69666,40.82,6.41,4.3,252.91,61.67,175.49,0.657,0.643,0.518,203884.1,31258.1,1.1867,498.215,97.658,40.338,0,0,0
2024-01-19 23:30:00,AMF_00,0,none,17757,17718,39,99.78,3159,3158,7998,7968,6600,6592,1151,1146,147037,147005,99.978,178382,178282,108692,107908,99.279,69597,69283,32150,31783,6945,6842,12363,2514,6419,46780,46568,99.547,202,14,70557,11157,179533,14163,29020,60000,48.367,7261,7240,99.711,2309,2299,6718,6693,1040,2696,2131,11157,11144,13,99.883,11157,11157,1081888,680296,1053130,827685,49,1859573,30.95,0.3238,10.04,910.5,512.0,145.1,73.4,0.0,180.0,8.026,0.0,30.592,15.72,9.54,9.841,3.762,10.193,12.683,20.834,10.782,5.768,2372.242,0,4,29360,29360,70557,36.71,3.74,3.9,245.1,61.61,175.57,0.802,1.471,0.411,184182.2,32899.0,1.2553,448.572,80.379,41.158,0,0,0
2024-01-19 23:45:00,AMF_00,0,none,14333,14310,23,99.84,3131,3119,5491,5480,5711,5711,1010,1010,96409,96408,99.999,125017,124687,65475,64882,99.094,40446,40149,19976,19745,5053,4988,8370,3091,4448,46953,46676,99.41,293,0,71672,8622,126027,10906,28764,60000,47.94,5584,5549,99.373,2515,2512,7031,7003,874,2158,1463,8622,8607,15,99.826,8622,8598,787045,884661,664018,675268,49,1443624,23.51,0.2207,11.05,906.4,512.0,143.8,70.6,0.0,180.0,10.694,0.0,27.11,14.961,11.212,14.254,6.747,13.803,15.611,19.582,13.853,5.302,1612.292,0,3,28247,28247,71672,28.61,1.56,0.82,236.22,61.5,174.32,1.049,1.487,0.414,184105.4,33043.7,1.1389,334.096,78.295,31.574,0,0,0
